age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
22,technician,single,tertiary,no,5158,yes,no,telephone,28,may,91,2,-1,0,unknown,yes
53,blue-collar,single,primary,no,-3317,no,no,cellular,22,may,4,3,-1,4,unknown,yes
32,blue-collar,married,secondary,no,-2743,no,no,telephone,2,may,74,3,-1,4,unknown,no
37,services,divorced,secondary,no,5759,no,yes,unknown,22,jun,408,6,-1,5,failure,no
86,management,married,secondary,no,3499,no,yes,cellular,5,mar,59,7,5,0,unknown,no
73,management,married,tertiary,no,521,yes,no,unknown,25,nov,235,2,-1,3,nonexistent,no
28,technician,married,primary,no,6421,no,yes,cellular,10,jan,78,7,-1,5,unknown,yes
84,self-employed,single,secondary,no,-2795,no,no,unknown,20,apr,310,6,-1,0,unknown,yes
62,blue-collar,married,secondary,no,4093,yes,no,cellular,21,jan,31,2,-1,4,unknown,yes
86,management,married,secondary,no,1095,no,no,unknown,10,dec,374,2,-1,5,unknown,yes
76,blue-collar,divorced,secondary,no,3119,yes,no,unknown,27,may,130,2,-1,0,success,yes
44,blue-collar,married,unknown,no,-5861,no,no,telephone,15,may,588,7,-1,2,unknown,no
59,blue-collar,married,primary,no,517,no,yes,cellular,12,apr,354,3,-1,0,unknown,no
59,technician,single,secondary,no,3510,no,no,cellular,14,may,138,2,-1,2,unknown,no
74,services,divorced,secondary,no,1110,yes,no,unknown,9,dec,105,4,-1,5,unknown,no
37,management,single,secondary,no,5065,no,no,cellular,4,jun,74,6,260,1,unknown,no
43,housemaid,divorced,secondary,no,4965,yes,no,unknown,28,may,1140,4,-1,4,unknown,no
37,services,married,tertiary,yes,-1575,yes,no,cellular,23,may,25,6,-1,4,failure,no
41,technician,single,secondary,no,3771,no,no,cellular,23,apr,163,4,-1,0,unknown,no
30,technician,single,tertiary,no,-1677,yes,yes,unknown,26,jun,543,4,-1,3,unknown,no
20,retired,married,secondary,no,1462,no,no,unknown,18,may,13,6,328,1,success,yes
91,technician,married,secondary,no,3268,yes,no,cellular,28,jul,273,6,-1,5,unknown,no
23,management,divorced,tertiary,no,-1205,no,no,unknown,28,may,45,7,-1,4,unknown,no
87,management,married,tertiary,no,3660,no,no,cellular,7,apr,9,8,-1,3,unknown,no
18,technician,married,tertiary,no,-216,yes,no,cellular,13,jul,271,3,-1,3,failure,no
78,housemaid,single,secondary,no,-442,no,no,cellular,3,aug,251,2,-1,1,unknown,no
43,housemaid,divorced,unknown,no,3419,yes,no,cellular,20,jun,79,1,398,3,failure,no
58,blue-collar,divorced,tertiary,no,-1207,no,no,telephone,4,aug,95,7,100,4,unknown,no
40,management,divorced,tertiary,no,-1360,no,no,cellular,22,sep,169,4,-1,5,unknown,no
56,retired,married,tertiary,no,4423,no,no,unknown,23,nov,625,4,-1,0,unknown,no
53,services,divorced,unknown,no,1625,no,no,cellular,12,may,278,7,-1,5,unknown,no
59,management,married,secondary,no,-3062,no,yes,telephone,18,nov,181,7,-1,1,unknown,no
48,blue-collar,single,tertiary,yes,3866,no,no,cellular,27,jul,263,9,381,5,unknown,no
59,technician,married,tertiary,no,80,no,no,cellular,22,jul,245,8,-1,5,unknown,no
82,entrepreneur,single,tertiary,no,-2909,yes,no,cellular,13,jun,17,7,-1,4,unknown,no
51,technician,married,tertiary,no,-6221,yes,yes,unknown,26,jan,515,6,-1,5,unknown,no
46,blue-collar,single,secondary,no,4010,no,no,unknown,2,jun,201,9,-1,3,unknown,no
28,retired,married,secondary,no,-1279,yes,no,cellular,7,aug,64,2,228,4,unknown,no
46,management,married,secondary,no,-2431,yes,no,cellular,10,dec,153,9,-1,5,unknown,yes
27,technician,married,tertiary,no,3218,no,no,cellular,11,may,83,4,-1,1,unknown,yes
32,blue-collar,married,tertiary,no,3717,yes,no,cellular,19,dec,575,3,-1,4,failure,yes
92,technician,single,tertiary,no,-1061,yes,no,cellular,23,may,320,5,-1,4,unknown,no
24,management,married,tertiary,no,4037,yes,no,unknown,2,dec,15,9,-1,2,success,no
55,retired,married,secondary,no,7464,yes,no,cellular,8,jul,113,2,-1,3,unknown,no
83,management,married,primary,no,5339,yes,no,cellular,23,jul,101,2,-1,3,unknown,no
92,admin.,married,secondary,no,4873,yes,no,unknown,15,jun,433,6,-1,2,unknown,no
29,management,single,tertiary,no,2242,no,no,telephone,9,dec,717,7,-1,3,unknown,no
30,blue-collar,married,secondary,yes,-31,yes,no,cellular,13,feb,129,7,-1,2,failure,no
47,entrepreneur,married,tertiary,no,1132,no,no,unknown,17,may,368,9,56,2,unknown,no
61,self-employed,married,unknown,no,2622,no,yes,cellular,17,oct,262,7,329,2,unknown,no
92,management,married,secondary,no,-2472,yes,no,cellular,24,may,258,8,-1,2,unknown,no
34,admin.,single,tertiary,no,-1008,no,no,cellular,28,jun,104,2,-1,1,unknown,no
30,admin.,married,secondary,no,-2983,yes,no,cellular,23,jun,16,4,-1,0,failure,no
37,blue-collar,married,secondary,no,2005,no,no,cellular,3,aug,15,7,245,3,success,no
86,blue-collar,single,secondary,no,1549,no,no,unknown,12,nov,502,8,-1,2,failure,no
20,retired,married,secondary,no,-658,no,no,cellular,14,may,42,4,228,0,unknown,no
47,blue-collar,married,secondary,no,3761,yes,yes,cellular,18,jul,42,6,156,3,unknown,no
27,technician,married,secondary,no,-1833,yes,yes,unknown,27,jun,222,2,-1,5,unknown,no
30,blue-collar,divorced,primary,yes,-769,yes,no,unknown,13,jul,49,8,-1,1,unknown,yes
89,admin.,married,secondary,no,3641,no,no,unknown,10,may,468,5,-1,5,unknown,no
18,technician,married,secondary,no,4086,yes,no,unknown,26,may,140,1,-1,3,unknown,no
43,blue-collar,divorced,secondary,no,-1087,yes,yes,unknown,21,jun,33,6,394,2,unknown,no
89,management,single,tertiary,no,1996,yes,yes,unknown,13,jan,21,3,-1,5,unknown,no
65,unknown,single,secondary,no,-1036,yes,no,cellular,27,jul,667,5,-1,5,unknown,no
23,unemployed,divorced,primary,no,707,yes,no,cellular,9,may,84,4,-1,5,failure,no
54,services,married,unknown,no,1731,yes,no,cellular,7,nov,102,8,-1,4,unknown,no
93,admin.,single,tertiary,no,2981,no,yes,cellular,1,oct,66,8,-1,3,unknown,no
49,retired,single,tertiary,no,2252,yes,no,cellular,3,jul,24,2,-1,5,nonexistent,no
59,unknown,married,tertiary,no,2119,yes,no,cellular,25,nov,134,3,-1,5,unknown,no
59,unemployed,married,primary,no,-1935,yes,no,cellular,3,dec,33,4,-1,5,unknown,no
69,admin.,married,tertiary,no,2464,yes,yes,cellular,22,aug,153,8,324,4,unknown,no
32,housemaid,divorced,secondary,no,2953,no,no,cellular,3,jul,278,3,-1,2,failure,no
83,blue-collar,married,secondary,no,3366,yes,no,cellular,7,may,66,7,-1,5,unknown,no
95,blue-collar,married,secondary,no,-858,yes,yes,cellular,10,aug,154,1,-1,4,unknown,no
29,services,single,tertiary,no,4046,yes,yes,cellular,7,jul,239,9,-1,5,unknown,no
81,blue-collar,single,secondary,no,-2651,yes,no,cellular,4,jun,231,4,-1,0,unknown,no
81,entrepreneur,married,secondary,no,7,no,no,cellular,28,jun,262,3,-1,0,unknown,no
75,admin.,single,primary,no,473,no,no,telephone,12,may,71,7,-1,5,unknown,no
46,management,married,tertiary,no,-2487,yes,no,unknown,12,aug,266,6,112,3,success,no
54,blue-collar,single,secondary,no,427,yes,yes,cellular,22,oct,139,5,376,3,unknown,no
83,management,married,secondary,no,1964,yes,no,unknown,26,jan,123,9,-1,4,success,yes
29,blue-collar,married,secondary,no,-4177,no,no,unknown,9,apr,809,4,-1,4,unknown,no
82,unknown,single,tertiary,no,115,yes,no,unknown,13,dec,426,5,-1,0,unknown,no
89,blue-collar,married,secondary,no,-3945,no,no,unknown,14,may,255,5,-1,1,success,no
71,management,married,tertiary,no,7424,yes,no,cellular,8,aug,38,2,-1,3,failure,no
44,blue-collar,married,secondary,no,1937,no,no,cellular,4,jun,21,3,-1,0,unknown,no
61,admin.,single,primary,no,1677,yes,yes,cellular,26,jun,51,6,-1,5,unknown,no
21,blue-collar,divorced,secondary,no,1996,yes,no,cellular,20,apr,626,2,-1,0,unknown,no
90,admin.,single,primary,no,3113,yes,no,cellular,20,apr,29,7,-1,2,unknown,no
44,blue-collar,divorced,secondary,no,4234,yes,no,unknown,9,jun,186,6,-1,0,failure,no
22,management,divorced,secondary,no,-3390,no,yes,cellular,19,may,256,6,-1,0,unknown,no
79,services,married,tertiary,no,5230,yes,yes,cellular,4,aug,142,8,-1,2,unknown,no
69,admin.,married,secondary,no,5037,yes,no,unknown,4,dec,460,5,-1,4,unknown,no
66,management,divorced,secondary,no,1100,no,no,cellular,27,aug,20,8,-1,1,unknown,no
22,retired,divorced,secondary,no,943,yes,yes,cellular,7,may,71,7,-1,2,unknown,no
76,blue-collar,divorced,secondary,no,-8008,yes,no,cellular,22,jun,195,3,-1,5,failure,no
67,housemaid,single,secondary,no,-2431,yes,no,cellular,8,apr,308,3,-1,2,unknown,no
79,admin.,married,secondary,no,2856,yes,no,cellular,19,jul,177,4,-1,5,unknown,no
82,blue-collar,divorced,primary,no,4901,no,yes,cellular,18,may,350,1,-1,5,unknown,no
34,management,divorced,secondary,no,3486,yes,no,cellular,21,sep,236,5,-1,3,unknown,no
34,unknown,single,tertiary,no,1072,no,no,cellular,27,jul,266,9,-1,3,unknown,yes
90,unknown,single,tertiary,no,7077,yes,yes,telephone,12,may,42,8,-1,5,unknown,no
59,unknown,married,tertiary,no,4315,yes,no,cellular,25,may,804,7,-1,4,unknown,yes
52,management,divorced,secondary,no,118,no,no,cellular,9,jul,155,2,-1,3,unknown,no
40,admin.,married,tertiary,no,7846,no,no,cellular,27,sep,2,8,-1,5,unknown,no
67,blue-collar,single,secondary,no,-1988,no,no,unknown,14,may,347,2,203,5,failure,yes
76,blue-collar,married,primary,no,-3115,yes,no,cellular,24,jul,57,4,-1,1,unknown,no
18,admin.,married,tertiary,no,36,yes,no,cellular,24,may,19,9,-1,4,unknown,no
61,admin.,married,primary,no,-975,no,no,cellular,18,nov,136,7,-1,1,unknown,no
95,management,married,secondary,no,205,no,no,cellular,27,jun,54,2,150,4,failure,no
39,blue-collar,married,tertiary,no,3694,yes,no,unknown,19,aug,221,5,-1,0,success,no
39,blue-collar,divorced,secondary,no,1198,yes,no,unknown,17,may,69,9,-1,1,failure,no
86,services,married,secondary,no,1275,no,yes,cellular,8,dec,7,5,360,4,failure,no
22,entrepreneur,divorced,secondary,no,1476,yes,no,cellular,11,jul,907,6,76,4,unknown,no
49,technician,married,primary,no,-5636,no,no,cellular,1,apr,33,4,-1,2,failure,no
53,blue-collar,married,unknown,no,-3245,no,no,unknown,21,jun,283,5,-1,4,unknown,yes
80,management,single,secondary,no,144,yes,yes,cellular,17,may,244,5,-1,2,unknown,no
28,blue-collar,single,secondary,no,-1228,yes,no,cellular,20,sep,699,2,92,0,unknown,no
51,management,married,secondary,no,604,yes,no,unknown,18,aug,256,9,-1,4,success,no
29,blue-collar,single,tertiary,no,5512,no,no,cellular,7,jun,53,8,-1,0,unknown,no
79,blue-collar,single,tertiary,no,1076,no,no,unknown,28,may,382,1,-1,4,success,no
67,retired,married,secondary,no,-2666,yes,no,cellular,13,sep,937,2,-1,5,unknown,no
56,blue-collar,divorced,unknown,no,-1079,yes,no,unknown,20,sep,28,6,-1,0,unknown,no
48,blue-collar,single,primary,no,6431,yes,no,unknown,4,jun,93,4,-1,5,unknown,no
29,technician,single,tertiary,no,5897,no,no,cellular,17,jul,52,7,-1,3,unknown,no
89,admin.,married,primary,no,3087,yes,no,cellular,12,may,388,1,-1,3,unknown,no
68,retired,married,secondary,no,-3387,no,no,cellular,26,may,397,7,-1,1,unknown,no
42,retired,married,primary,no,2220,yes,no,telephone,22,dec,70,1,-1,1,failure,no
50,blue-collar,single,unknown,yes,2451,yes,no,cellular,27,aug,63,2,-1,0,unknown,no
74,management,single,tertiary,no,1376,yes,no,unknown,9,feb,54,7,292,2,unknown,yes
74,admin.,married,secondary,no,-410,no,no,unknown,19,may,26,4,-1,4,unknown,no
53,services,single,secondary,no,212,no,no,unknown,18,may,33,2,-1,0,unknown,no
41,blue-collar,married,secondary,no,-619,yes,no,cellular,8,may,128,8,-1,1,unknown,no
69,blue-collar,married,secondary,no,-2135,yes,no,cellular,10,dec,40,6,-1,4,unknown,no
69,blue-collar,divorced,secondary,no,5397,no,no,cellular,19,apr,225,3,-1,2,unknown,no
64,technician,married,primary,no,3946,no,no,cellular,5,may,605,7,-1,0,unknown,no
23,technician,married,tertiary,no,445,yes,no,cellular,12,sep,23,2,-1,5,unknown,no
54,unemployed,married,secondary,no,2356,no,no,cellular,21,apr,170,5,-1,2,unknown,yes
65,services,married,tertiary,no,2469,no,no,telephone,24,may,170,2,-1,1,unknown,no
92,services,single,secondary,no,8328,yes,no,cellular,17,jul,267,6,-1,3,unknown,no
58,management,divorced,secondary,no,3917,yes,no,cellular,19,may,60,3,-1,0,unknown,no
44,technician,married,secondary,no,3804,yes,no,cellular,24,may,57,3,330,4,unknown,no
61,management,married,secondary,no,1413,yes,no,telephone,7,jun,329,3,-1,3,failure,yes
31,entrepreneur,married,secondary,no,-3,no,no,unknown,20,dec,15,8,-1,5,unknown,no
25,self-employed,married,tertiary,no,5448,yes,yes,cellular,21,oct,276,8,-1,1,unknown,no
70,retired,married,secondary,no,3256,yes,no,cellular,23,apr,199,2,-1,2,unknown,no
94,blue-collar,married,secondary,no,-1188,yes,no,cellular,18,jun,277,2,-1,4,unknown,no
83,housemaid,single,tertiary,no,2661,no,no,cellular,5,jul,67,6,-1,1,unknown,no
63,blue-collar,married,secondary,no,3812,yes,no,cellular,2,may,241,6,-1,2,unknown,no
21,technician,married,secondary,no,-4987,yes,no,cellular,18,may,305,8,-1,0,unknown,no
95,housemaid,married,tertiary,no,-1467,yes,no,unknown,8,jul,106,8,312,4,unknown,no
53,technician,single,secondary,no,2388,no,yes,cellular,11,may,143,8,-1,3,unknown,no
40,management,married,primary,no,-4473,yes,no,cellular,13,nov,386,1,-1,0,unknown,no
87,student,married,tertiary,no,-3998,yes,no,cellular,21,may,186,1,-1,0,unknown,no
76,blue-collar,single,tertiary,no,488,no,yes,unknown,10,feb,16,2,-1,2,failure,no
76,technician,married,primary,no,2774,yes,yes,cellular,17,nov,533,4,-1,3,unknown,no
39,management,divorced,primary,no,2913,no,no,unknown,14,nov,56,7,-1,4,unknown,no
95,blue-collar,married,tertiary,no,6047,yes,no,unknown,2,may,336,8,152,2,unknown,no
53,blue-collar,single,secondary,no,1546,no,no,unknown,20,aug,235,7,353,4,unknown,no
59,blue-collar,divorced,secondary,no,182,yes,no,cellular,15,sep,471,8,-1,2,unknown,no
76,entrepreneur,married,secondary,no,-2622,yes,no,cellular,7,may,171,4,-1,3,failure,no
69,services,single,tertiary,no,146,yes,yes,unknown,21,jul,172,6,-1,1,unknown,yes
31,unemployed,married,secondary,no,3422,no,no,unknown,3,aug,104,2,57,3,unknown,no
41,services,single,primary,no,3558,no,yes,unknown,8,may,133,1,-1,5,unknown,no
46,retired,divorced,primary,no,2093,yes,no,unknown,7,dec,622,8,231,1,failure,no
91,management,single,secondary,no,2941,yes,no,cellular,19,dec,316,4,-1,4,success,yes
73,technician,divorced,tertiary,no,5129,yes,no,cellular,28,jun,345,7,-1,2,unknown,no
46,technician,married,secondary,no,1525,yes,no,cellular,24,feb,20,9,-1,3,failure,no
75,blue-collar,married,secondary,no,5401,yes,no,cellular,4,nov,80,6,-1,3,unknown,no
75,unknown,married,tertiary,no,-879,no,no,cellular,2,jun,149,1,-1,2,unknown,no
48,housemaid,single,secondary,no,1080,yes,yes,cellular,23,apr,88,6,-1,3,unknown,no
49,technician,divorced,secondary,no,-142,no,no,cellular,17,aug,77,8,-1,2,unknown,no
87,unknown,single,primary,no,3678,yes,no,cellular,11,jul,656,3,-1,0,unknown,yes
61,services,married,tertiary,no,-1743,no,no,cellular,25,apr,173,4,2,2,unknown,no
29,blue-collar,married,tertiary,no,334,yes,no,telephone,5,may,32,6,-1,2,unknown,no
74,retired,single,tertiary,no,-4279,yes,no,cellular,4,oct,61,7,-1,5,unknown,no
63,admin.,divorced,secondary,no,3083,no,no,cellular,14,dec,17,2,-1,3,unknown,no
57,technician,married,secondary,no,5040,yes,no,unknown,8,may,113,1,-1,2,failure,no
74,blue-collar,married,secondary,no,4032,no,no,cellular,7,apr,586,6,-1,5,unknown,no
88,services,married,unknown,no,3737,no,yes,cellular,18,may,204,1,-1,0,unknown,yes
43,technician,married,primary,no,3818,no,no,cellular,9,jun,95,5,-1,4,unknown,yes
50,blue-collar,divorced,secondary,no,3399,no,no,cellular,17,may,179,3,51,5,unknown,no
32,housemaid,married,tertiary,no,3143,yes,yes,cellular,16,jul,264,4,-1,4,unknown,no
68,self-employed,married,secondary,no,3336,yes,yes,unknown,23,jan,122,8,-1,3,unknown,no
49,management,married,secondary,no,-667,no,no,cellular,28,aug,164,9,-1,3,failure,no
44,blue-collar,married,primary,no,699,yes,no,unknown,18,sep,526,7,-1,0,failure,no
72,admin.,divorced,secondary,no,1510,yes,no,cellular,9,aug,459,4,-1,0,unknown,no
49,management,married,unknown,no,292,yes,no,cellular,17,may,307,6,-1,0,unknown,no
54,self-employed,married,secondary,no,-3398,no,no,unknown,14,jul,60,2,-1,5,unknown,no
52,retired,married,unknown,no,-2405,yes,no,unknown,13,may,8,9,-1,2,unknown,no
38,blue-collar,divorced,primary,no,1989,yes,no,cellular,10,may,35,8,-1,5,unknown,no
27,management,divorced,secondary,no,4017,no,no,cellular,3,jul,2,4,-1,3,unknown,no
82,entrepreneur,married,tertiary,no,1328,no,yes,cellular,7,sep,54,1,-1,4,success,no
25,blue-collar,single,tertiary,no,9594,yes,no,telephone,17,sep,75,8,-1,5,unknown,no
43,services,married,secondary,no,-1459,yes,no,cellular,2,may,27,1,-1,3,unknown,yes
70,blue-collar,married,tertiary,no,2634,no,no,cellular,5,jul,97,1,-1,0,unknown,no
28,retired,married,tertiary,no,5173,yes,no,cellular,16,may,94,1,-1,4,failure,no
69,technician,single,tertiary,no,4497,no,no,unknown,28,jul,158,2,-1,2,unknown,no
75,management,divorced,secondary,no,3265,no,yes,cellular,5,may,308,9,-1,0,unknown,no
69,retired,married,secondary,yes,4510,yes,yes,unknown,3,aug,533,5,-1,1,unknown,no
41,admin.,married,primary,no,1466,yes,no,cellular,10,nov,70,2,354,5,unknown,no
19,blue-collar,married,secondary,no,6288,yes,no,cellular,3,may,743,9,-1,2,unknown,no
87,admin.,married,secondary,no,5149,yes,no,cellular,26,oct,336,4,-1,3,unknown,no
43,technician,married,secondary,no,-1256,no,no,cellular,23,aug,993,7,-1,4,unknown,no
80,technician,married,secondary,no,2264,yes,yes,cellular,4,jun,282,5,-1,3,unknown,no
33,blue-collar,divorced,secondary,no,-3341,no,no,cellular,3,jun,88,2,-1,0,unknown,no
30,blue-collar,married,secondary,no,5865,no,no,cellular,16,may,171,7,-1,0,success,yes
78,blue-collar,single,secondary,no,1972,yes,no,telephone,12,may,139,9,-1,5,unknown,no
91,retired,married,secondary,no,5346,yes,yes,cellular,20,mar,336,9,-1,1,unknown,no
85,self-employed,married,primary,no,971,yes,no,cellular,26,jul,135,7,36,1,unknown,no
76,services,married,tertiary,no,-4268,yes,no,cellular,10,may,102,7,-1,0,unknown,no
37,technician,divorced,secondary,no,9212,no,no,cellular,23,jun,324,7,-1,4,unknown,no
89,blue-collar,married,primary,no,1693,yes,no,cellular,10,oct,44,9,-1,3,unknown,no
70,services,married,secondary,no,-1700,yes,yes,cellular,7,jul,75,5,369,3,unknown,no
31,retired,single,secondary,no,4737,yes,yes,unknown,28,may,169,9,-1,1,unknown,no
28,blue-collar,single,secondary,no,7407,yes,no,unknown,8,aug,412,4,-1,3,unknown,no
85,technician,single,secondary,no,692,no,no,cellular,5,may,105,3,-1,3,unknown,no
39,admin.,married,secondary,no,1002,no,no,cellular,17,aug,434,1,-1,5,unknown,no
77,services,married,tertiary,no,2014,no,no,unknown,17,feb,31,5,-1,4,unknown,yes
28,services,single,primary,no,-2032,no,no,cellular,14,apr,491,6,349,3,unknown,no
39,technician,single,secondary,no,-772,no,yes,cellular,3,nov,77,4,-1,4,unknown,no
40,management,single,primary,no,6645,yes,no,telephone,4,may,152,2,-1,4,unknown,yes
39,blue-collar,married,secondary,no,903,no,no,cellular,22,apr,375,4,-1,1,unknown,no
70,technician,married,secondary,no,-1212,yes,no,cellular,5,may,80,6,-1,3,unknown,no
89,technician,divorced,tertiary,no,-56,yes,no,unknown,8,may,285,2,237,5,failure,no
89,management,single,secondary,no,4518,no,no,cellular,23,sep,236,5,-1,4,unknown,no
75,technician,married,secondary,no,-4627,no,no,telephone,10,apr,109,4,141,5,unknown,no
33,blue-collar,divorced,secondary,no,2063,no,no,cellular,10,jan,41,6,-1,0,unknown,yes
92,retired,married,secondary,no,8686,yes,no,cellular,26,oct,29,1,-1,5,unknown,no
60,technician,married,tertiary,no,7393,no,no,unknown,23,may,71,8,316,3,unknown,yes
60,blue-collar,married,primary,no,3019,yes,no,unknown,20,feb,254,4,381,1,failure,no
72,management,single,secondary,no,5249,yes,no,unknown,6,jan,354,4,-1,5,unknown,no
77,unknown,married,secondary,no,5220,no,no,cellular,8,nov,102,1,-1,5,unknown,yes
92,technician,married,tertiary,no,922,yes,no,unknown,17,jun,398,4,-1,3,unknown,no
63,technician,single,secondary,no,4074,no,yes,cellular,24,jul,479,4,-1,5,unknown,no
65,housemaid,married,tertiary,no,6665,no,no,cellular,15,jul,143,1,225,4,unknown,no
76,unknown,divorced,unknown,no,-2491,no,no,telephone,21,jun,260,6,-1,2,unknown,no
37,blue-collar,married,tertiary,no,3029,yes,no,cellular,10,aug,227,3,-1,5,unknown,no
42,management,married,secondary,no,2384,yes,no,cellular,11,nov,999,4,-1,2,unknown,no
66,management,single,tertiary,no,1609,no,no,unknown,18,jul,43,1,332,0,failure,no
23,technician,single,primary,no,1343,no,yes,unknown,16,sep,71,6,9,0,nonexistent,no
42,technician,married,tertiary,no,1995,yes,no,cellular,4,jan,76,2,-1,4,unknown,no
74,services,single,secondary,no,2246,yes,yes,cellular,11,jun,162,6,-1,0,unknown,no
94,self-employed,divorced,secondary,no,4655,yes,no,cellular,24,jul,32,4,-1,5,unknown,no
58,management,single,secondary,no,2729,no,no,cellular,15,may,105,7,-1,5,unknown,no
49,management,single,tertiary,no,766,yes,no,cellular,21,may,558,4,339,0,unknown,no
52,management,married,tertiary,no,-1219,no,no,cellular,24,apr,214,6,-1,1,unknown,no
71,admin.,married,secondary,no,-117,yes,no,cellular,9,may,3,9,-1,1,unknown,no
60,management,married,secondary,no,2083,yes,no,cellular,7,aug,88,3,-1,4,unknown,no
19,technician,married,tertiary,no,-818,no,no,unknown,17,jan,497,2,-1,1,unknown,no
60,services,single,tertiary,no,4137,no,yes,unknown,14,jul,189,6,-1,4,nonexistent,no
49,technician,married,tertiary,no,2590,yes,no,cellular,26,feb,22,2,377,5,unknown,no
72,housemaid,married,secondary,no,4730,yes,no,cellular,6,jul,438,2,-1,3,unknown,no
86,management,married,secondary,no,-616,no,no,telephone,12,may,12,7,-1,5,unknown,no
93,admin.,married,tertiary,no,-1193,yes,no,cellular,2,apr,117,7,-1,2,unknown,no
65,housemaid,married,secondary,no,4708,yes,no,unknown,11,jun,316,1,-1,5,unknown,yes
46,management,single,secondary,no,1689,no,no,cellular,17,may,250,6,-1,4,unknown,no
52,blue-collar,married,primary,no,692,yes,no,telephone,23,may,38,6,-1,2,unknown,no
31,admin.,married,secondary,no,3395,no,no,cellular,24,jul,342,3,-1,1,unknown,no
91,services,married,tertiary,no,3284,yes,no,unknown,1,nov,296,7,18,4,unknown,no
84,management,single,secondary,no,-2467,no,no,unknown,25,jul,196,7,-1,4,unknown,no
84,management,married,secondary,no,5453,no,no,cellular,20,jun,550,6,-1,0,unknown,no
43,blue-collar,married,primary,no,68,no,no,unknown,6,jun,4,3,-1,1,unknown,no
43,management,married,tertiary,no,6400,no,yes,cellular,7,jun,196,3,-1,5,unknown,no
84,management,married,tertiary,no,-2700,no,no,cellular,22,jun,307,5,-1,0,unknown,no
60,management,divorced,secondary,no,2252,yes,no,unknown,20,jun,42,1,-1,5,unknown,no
72,retired,single,tertiary,no,743,yes,no,cellular,6,jun,29,4,-1,0,unknown,yes
56,admin.,divorced,primary,no,-4625,yes,no,cellular,13,aug,193,9,-1,3,unknown,no
52,technician,single,tertiary,no,3274,no,no,cellular,25,may,39,6,-1,1,unknown,no
67,admin.,married,tertiary,no,-4471,yes,no,cellular,1,apr,358,8,72,0,unknown,no
81,management,married,primary,no,424,yes,no,cellular,15,jul,33,3,-1,1,unknown,no
44,blue-collar,married,unknown,no,4612,yes,no,cellular,25,aug,441,7,-1,5,unknown,no
81,management,married,primary,no,-290,no,no,cellular,1,aug,33,7,-1,1,unknown,no
37,blue-collar,married,secondary,no,-1411,yes,no,cellular,16,may,72,2,-1,5,failure,no
49,technician,married,secondary,no,3701,yes,no,cellular,16,jul,634,2,-1,3,unknown,no
89,housemaid,married,tertiary,no,551,no,no,unknown,9,dec,313,4,-1,5,unknown,no
92,self-employed,married,primary,no,84,no,no,unknown,16,apr,307,6,-1,2,failure,no
90,blue-collar,single,primary,no,5124,no,no,cellular,20,jun,61,7,-1,3,unknown,no
42,admin.,single,secondary,no,-2201,yes,no,cellular,8,may,228,9,-1,0,unknown,no
83,management,divorced,unknown,no,-78,no,yes,cellular,14,aug,113,1,-1,2,unknown,no
91,management,married,secondary,no,3899,yes,yes,cellular,16,may,247,6,-1,3,unknown,no
94,management,married,secondary,no,-2395,yes,no,cellular,1,aug,110,9,-1,2,success,no
19,unknown,divorced,secondary,no,6626,yes,no,cellular,6,may,196,2,-1,1,failure,no
76,services,single,tertiary,no,649,yes,no,telephone,19,feb,554,9,-1,2,unknown,no
95,unknown,married,secondary,no,3923,no,no,unknown,14,apr,42,8,-1,5,failure,yes
77,blue-collar,married,secondary,no,3917,yes,no,cellular,28,may,1054,2,385,5,unknown,no
36,technician,married,unknown,no,843,no,no,cellular,24,sep,432,2,-1,2,success,no
77,retired,divorced,secondary,no,-137,no,no,unknown,7,apr,43,2,329,0,failure,no
26,retired,single,secondary,no,1171,yes,yes,unknown,28,feb,228,1,-1,0,unknown,no
55,unknown,married,tertiary,no,3438,yes,no,cellular,25,sep,28,4,-1,3,unknown,no
66,services,married,secondary,no,-1659,no,no,cellular,12,may,2065,4,-1,4,unknown,no
53,technician,married,secondary,no,-2309,yes,no,cellular,18,jul,85,5,-1,5,unknown,no
72,services,married,secondary,no,5752,yes,no,cellular,8,mar,65,8,-1,3,unknown,yes
36,blue-collar,single,tertiary,no,-904,yes,no,unknown,3,nov,128,4,-1,1,nonexistent,no
65,services,married,tertiary,no,2362,yes,no,cellular,7,jun,275,2,293,0,unknown,no
68,management,married,secondary,no,693,yes,no,cellular,21,mar,245,7,-1,3,unknown,no
67,technician,married,secondary,no,826,no,no,cellular,16,jul,8,6,-1,1,unknown,no
40,technician,divorced,secondary,no,5591,yes,no,cellular,13,may,262,5,-1,4,unknown,no
41,admin.,married,primary,no,1044,yes,no,unknown,14,may,112,6,-1,3,unknown,no
38,blue-collar,married,secondary,no,229,no,no,cellular,23,may,454,2,232,3,unknown,no
54,admin.,single,primary,no,490,no,no,unknown,20,jun,118,8,-1,4,unknown,no
63,management,single,primary,no,-210,no,no,unknown,18,jul,18,3,-1,3,unknown,no
46,admin.,single,tertiary,no,-710,yes,no,telephone,15,apr,108,1,-1,3,unknown,no
49,services,single,primary,no,-198,no,yes,cellular,1,aug,105,4,-1,4,success,no
40,retired,married,primary,no,6289,yes,no,cellular,10,jan,359,3,-1,0,unknown,no
